
11.797,9.869,10.167
9.749,8.643,8.096
8.046,10.241,10.122
8.873,9.363,10.216
8.127,8.469,8.981
8.928,6.597,9.134
8.011,9.821,9.908
8.959,9.265,8.886
11.237,7.416,9.744
10.475,9.691,7.058
11.111,6.772,7.112
11.359,6.571,9.092
10.89,7.462,8.482
9.485,9.638,10.201
10.691,8.007,10.882
8.159,8.358,8.12
10.88,6.715,9.565
10.742,7.405,8.324
8.846,9.382,10.857
9.521,9.176,8.826
11.821,10.403,9.863
11.491,9.4,8.213
8.709,7.144,9.271
11.458,7.53,9.525
8.885,7.727,7.18
8.697,6.575,8.841
10.13,6.59,10.172
9.698,7.696,9.29
9.107,8.187,8.268
8.041,7.173,10.61
9.355,8.289,10.26
10.756,8.132,8.528
11.445,8.381,9.923
8.134,8.548,8.103
8.275,8.413,10.317
11.88,8.925,8.655
9.221,8.16,7.669
8.002,8.296,8.666
10.812,10.388,10.279
10.438,8.999,7.336
11.36,8.851,9.834
11.686,8.94,7.008
9.292,9.506,10.09
8.039,8.759,9.513
11.608,7.866,9.656
10.897,9.277,7.388
10.678,7.891,7.755
8.495,7.21,9.332
9.893,8.713,8.404
9.91,10.101,10.963
9.334,7.37,7.466
8.282,7.904,8.317
10.425,7.541,10.835
8.999,9.498,8.551
11.53,7.892,9.073
9.239,9.651,9.585
8.967,9.765,7.287
10.016,8.282,7.138
10.849,10.168,10.998
11.802,10.212,8.393
11.182,8.227,8.79
11.261,7.3,10.876
8.278,8.45,9.781
9.46,7.257,8.783
9.281,9.373,8.629
8.8,9.932,10.56
8.481,8.269,10.818
11.828,10.098,8.666
10.069,10.331,7.339
9.394,10.04,8.855
11.296,6.776,10.65
9.129,6.664,9.717
10.519,9.467,8.041
11.826,7.787,8.996
11.303,7.441,9.37
10.81,6.741,7.58
9.336,8.52,9.27
9.192,9.044,7.897
11.225,7.384,10.071
11.806,6.92,8.235
9.002,9.695,10.993
8.62,8.88,7.715
11.304,8.162,8.975
11.721,6.626,9.124
9.301,7.524,10.818
9.619,9.89,8.257
11.682,9.772,7.141
11.582,7.603,7.84
11.12,7.441,9.141
9.684,6.618,7.499
9.438,10.017,10.91
9.848,10.437,9.491
9.2,8.332,8.125
9.252,9.845,10.997
8.191,9.858,7.282
10.7,7.56,7.665
11.755,9.127,9.383
10.744,7.166,8.649
10.704,7.234,8.394
11.907,9.823,7.265
11.61,7.241,7.496
8.806,9.768,9.195
8.882,7.852,9.62
10.025,8.851,10.355
11.782,8.694,10.964
10.562,7.915,9.311
8.329,7.431,7.405
10.543,7.147,10.776
10.825,9.828,7.327
8.842,8.862,9.754
10.881,8.735,9.817
9.912,7.107,9.668
9.946,10.011,8.748
11.287,10.486,8.199
8.395,10.287,7.595
9.915,9.107,9.664
9.047,7.486,10.298
8.481,6.68,10.464
11.866,9.049,10.973
11.306,7.289,8.305
11.542,9.6,7.76
11.029,6.659,8.538
11.613,10.283,8.608
8.943,6.696,10.246
10.7,7.449,8.424
9.298,8.176,7.065
11.383,9.653,9.358
11.443,7.475,9.944
10.395,10.122,8.497
10.258,7.013,10.536
10.488,8.15,8.92
8.741,7.933,8.969
11.159,8.719,10.521
10.177,9.364,8.182
8.384,6.879,8.136
8.537,9.855,7.995
8.719,7.666,10.597
11.383,7.684,7.789
10.708,8.791,8.032
8.366,6.531,8.951
10.097,8.097,7.07
9.26,9.203,9.012
10.401,10.244,9.945
9.378,6.559,9.424
10.573,7.629,9.173
8.849,10.051,10.005
10.364,8.264,9.277
8.187,9.15,10.121
10.664,8.811,8.857
8.076,6.703,10.644
10.185,8.879,10.6
9.187,10.224,8.14
9.779,9.587,9.496
8.755,7.339,9.457
8.246,8.984,10.61
11.442,9.737,9.084
8.814,6.936,10.376
8.489,8.53,7.636
11.551,6.548,10.273
8.167,9.528,7.051
8.833,8.426,10.519
8.405,6.605,7.999
11.22,7.749,9.615
11.867,7.276,8.702
10.31,8.591,8.166
9.421,10.36,8.367
11.103,9.74,9.38
11.623,7.018,10.588
10.287,9.393,10.856
9.885,6.633,10.68
10.79,8.409,8.08
9.4,8.535,10.953
8.666,8.737,7.175
10.634,6.633,8.793
8.131,8.35,8.852
10.443,7.558,10.459
9.627,6.863,10.178
8.571,9.396,7.981
11.407,6.515,9.643
10.519,6.559,8.188
9.628,9.417,9.513
11.287,9.434,9.309
11.513,10.31,8.286
9.978,8.833,7.013
8.595,7.989,9.185
11.789,7.985,8.68
11.804,8.821,7.668
8.046,8.587,8.329
8.645,7.077,9.526
10.313,7.975,7.628
11.184,8.421,9.271
8.718,10.408,8.89
9.726,8.988,10.719
10.243,9.652,8.388
9.043,7.104,10.745
11.969,9.374,7.151
11.062,8.616,7.16
9.602,7.355,10.038
11.841,9.249,10.458
9.796,8.305,7.632
9.968,9.894,10.821
8.717,8.107,10.801
11.371,10.101,8.641
8.875,9.409,7.624
9.977,10.387,10.475
10.184,6.787,10.844
9.085,9.934,8.765
8.988,7.511,9.53
10.72,7.328,10.971
9.072,10.179,10.587
9.049,6.668,9.784
8.747,9.271,8.914
11.565,8.222,9.792
8.443,9.435,8.524
11.177,9.345,10.866
8.338,10.458,10.258
9.23,8.907,7.582
8.705,7.09,7.014
11.845,7.656,8.369
11.5,7.362,8.325
10.077,10.223,7.504
11.033,10.189,10.93
11.851,8.056,9.407
10.586,9.782,10.962
11.995,8.226,8.432
9.084,7.73,10.266
8.872,9.358,10.801
11.685,10.047,7.34
11.221,10.45,9.453
8.431,7.882,9.052
10.686,6.757,9.54
8.352,10.003,7.333
9.869,9.096,7.902
11.176,7.033,10.86
8.808,7.423,8.038
10.6,9.062,10.916
10.094,8.883,10.013
8.437,10.092,9.758
10.436,9.631,9.888
10.182,7.495,7.856
10.003,9.193,8.17
10.247,8.857,9.076
10.448,8.823,7.862
10.801,9.846,10.986
9.506,8.629,9.475
8.49,7.036,9.135
11.1,9.745,7.989
10.535,7.409,7.466
9.304,9.892,10.334
8.401,10.328,7.436
10.036,8.854,8.053
10.535,6.653,9.576
10.685,9.936,8.823
8.674,10.468,7.989
9.257,9.28,7.308
10.772,8.54,8.029
10.031,7.998,8.919
10.945,7.035,7.573
11.07,8.445,9.202
8.561,7.955,9.529
9.127,7.29,7.693
8.303,7.773,10.428
9.555,6.932,7.799
8.126,8.873,9.317
9.501,9.498,8.645
8.007,7.681,8.929
8.597,7.456,10.494
10.926,10.066,10.718
9.411,7.971,8.207
11.704,7.4,10.771
9.271,7.745,10.63
9.747,6.789,9.663
10.943,10.041,10.471
9.409,9.024,9.961
10.657,7.485,9.392
10.906,6.804,9.729
9.301,8.611,7.523
9.143,9.671,7.773
9.681,8.834,7.032
8.148,9.861,10.283
10.487,10.398,10.349
10.837,6.828,7.892
11.689,9.233,10.786
9.254,10.383,10.936
9.573,7.685,10.086
8.204,7.462,10.178
10.586,9.179,9.412
11.052,8.693,9.654
10.669,8.433,10.179
9.031,7.241,7.384
11.537,10.382,9.728
8.336,8.076,10.145
11.28,6.971,8.527
8.286,9.91,8.297
10.042,9.79,8.337
11.426,9.674,7.489
9.028,6.62,7.025
8.273,8.363,10.817
10.223,8.269,7.703
8.853,8.437,8.962
9.905,9.965,7.855
11.195,8.002,8.795
9.357,6.848,7.337
8.66,7.437,7.77
9.951,7.068,7.777
8.494,10.036,9.634
11.123,9.067,8.966
9.99,9.372,7.84
8.576,8.29,9.519
8.619,9.721,10.637
8.417,6.641,7.886
9.441,10.176,7.677
8.166,8.057,7.116
9.804,10.374,8.948
11.565,8.734,9.842
10.959,6.647,9.085
9.651,7.34,7.359
10.993,8.652,9.865
8.461,10.455,7.892
9.474,9.6,10.074
10.841,8.343,7.949
9.736,8.398,7.36
11.567,8.277,8.706
10.097,6.907,10.062
10.484,8.508,10.716
10.214,10.258,8.832
8.134,7.418,7.96
9.893,10.493,9.763
11.385,10.121,7.124
9.909,9.635,9.15
9.471,10.122,10.498
11.899,7.333,10.391
9.98,7.322,9.693
10.004,10.026,10.36
8.96,7.005,8.657
10.487,10.226,10.427
10.304,8.378,7.708
9.035,6.888,8.784
8.543,8.259,10.393
9.615,8.838,7.811
10.123,8.302,7.34
10.086,7.575,9.444
10.417,8.792,10.791
8.503,8.243,7.089
10.07,6.659,9.038
8.597,7.279,10.382
11.142,7.474,8.881
9.459,8.832,10.858
10.251,8.09,9.463
10.25,8.979,9.434
10.976,10.181,9.087
11.31,9.259,10.172
11.998,9.526,7.411
10.923,9.115,10.054
11.27,8.187,8.32
10.303,10.039,8.076
8.321,9.506,9.608
11.677,7.387,9.144
8.009,8.504,9.128
9.092,10.058,9.238
8.593,8.569,7.624
8.125,8.904,7.662
8.091,8.46,8.093
11.735,6.51,7.019
8.719,10.297,7.147
9.895,8.948,10.445
9.278,9.182,10.885
11.424,8.927,9.247
9.001,9.604,9.869
11.002,7.635,8.533
9.71,8.415,10.9
9.566,8.555,9.213
8.393,10.317,10.338
10.114,6.921,9.042
11.124,8.213,9.031
11.982,10.072,9.451
10.081,9.578,10.565
11.438,8.931,9.094
11.482,8.897,7.138
9.023,8.756,8.472
8.226,8.118,9.812
8.581,8.247,8.871
10.73,8.712,10.395
9.507,9.354,8.158
10.133,9.769,9.916
10.074,7.771,8.974
10.38,7.349,9.703
8.831,10.147,8.498
10.615,9.207,10.686
10.573,9.903,10.444
